LogID,LogEntrySeconds,LogNotes,Напряжение батареи ( В),Температура охлаждающей жидкости ( °С),Обороты  двигателя ( об/мин),Скорость автомобиля ( км/час),Угол опережения зажигания ( °ПКВ),Длительность импульса впрыска ( мс),Положение дроссельной заслонки ( %),Положение педали газа ( %),Относительное заполнение воздухом ( %),Желаемое значение коэффициента лямбда (-),Напряжение датчика кислорода 1 ( В),Период сигнала датчика кислорода 1 ( с),Напряжение датчика кислорода 2 ( В),Текущий коэффициент коррекции длительности впрыска топлива (-),Фактор высотной коррекции (-),Адаптированное отклонение расхода воздуха во впускном колекторе мимо дросселя ( кг),Мультипликативная составляющая коррекции смеси самообучением (-),I-часть регулирования по датчику кислорода 2 (-),Фактор старения нейтрализатора (-),Расход топлива ( л/час),Температура впускного воздуха ( °С),Коэффициент продувки адсорбера ( %),Концентрация топлива в адсорбере (-),Величина отскока УОЗ при детонации ( °ПКВ),Желаемые обороты холостого хода ( об/мин),Разница крутящего момента от адаптированного крутящего момента ( %),Нормальная утечка воздуха через дроссель (-),Потребность в моменте для регулирования ХХ: I-часть ( %),Потребность в моменте для регулирования ХХ: PD-часть ( %),Температура охлаждающей жидкости при пуске ( °С),Проверка нейтрализатора завершена (-),Проверка системы улавливания паров бензина завершена (-),Проверка первого датчика кислорода завершена (-),Проверка второго датчика кислорода завершена (-),Контроллер обучен (-),Контроллер заблокирован (-),Запуск с обходом возможен (-),Пароль обхода запрограммирован (-),Ошибка связи с иммобилизатором (-),Быстрый старт разрешен (-),Реле бензонасоса (-),Флаг нажатия педали тормоза 2 (-),Флаг нажатия педали сцепления (-),Запрос на включение кондиционера (-),Реле кондиционера включено (-),Флаг высокого давления в системе кондиционера (-),Реле вентилятора охлаждения 1 (-),Реле вентилятора охлаждения 2 (-),Холостой ход (-),Признак обогащения по мощности  (-),Продувка адсорбера активирована (-),Готовность датчика кислорода 1 (-),Флаг обратной связи по датчику кислорода 1 (-),Готовность датчика кислорода 2 (-),Обратная связь по датчику кислорода 2 (-),Признак разрешения адаптации топливоподачи (-),Отсечка топливоподачи (-),Контроль детонации активен (-),Динамический счетчик не равен нулю (-),Обнаружение пропусков зажигания приостановлено (-),Признак обнаружения неровной дороги (-),Флаг нажатия педали тормоза 1 (-),Регистрация активна (-),Лампа индикации неисправностей (-),Время работы (-),Контрольная сумма ПЗУ (-),АБС присутствует (-),ESP присутствует (-),АКПП присутствует (-),ЦБКЭ присутствует (-),Круиз-контроль присутствует (-),Датчик скорости автомобиля присутствует (-),Окончание обучения электронных устройств (-),Клапан управления длиной каналов системы впуска (-),Доп. реле стартера (-),Цикловое наполнение по датчику абсолютного давления во впускном коллекторе ( мг/ц),Измеренное давление во впускном коллекторе ( мБар),Параметр адаптации демпфера в диапазоне 1  ( °),Параметр адаптации демпфера в диапазоне 2 ( °),Параметр адаптации демпфера в диапазоне 3 ( °),Параметр адаптации демпфера в диапазоне 4 ( °),Счетчик пропусков воспламенения для цилиндра 1. влияющих на токсичность (-),Счетчик пропусков воспламенения для цилиндра 3. влияющих на токсичность (-),Счетчик пропусков воспламенения для цилиндра 4. влияющих на токсичность (-),Счетчик пропусков воспламенения для цилиндра 2. влияющих на токсичность (-),Суммарный счетчик пропусков воспламенения. влияющих на работу нейтрализатора (-),Запрет распознавания. обороты меньше минимальных (-),Запрет распознавания. обороты больше максимальных (-),Запрет распознавания. изменение нагрузки (-),Запрет распознавания. изменение динамики двигателя (-),Запрет распознавания. нагрузка меньше порога (-),Условия отключения топливоподачи (-),Распознавание пропусков воспламенения приостановлено (-),Обучение в диапазоне 1 завершено (-),Обучение в диапазоне 2 завершено (-),Обучение в диапазоне 3 завершено (-),Обучение в диапазоне 4 завершено (-),Счетчик пропусков в цилиндре 1 за текущую поездку (-),Счетчик пропусков в цилиндре 3 за текущую поездку (-),Счетчик пропусков в цилиндре 4 за текущую поездку (-),Счетчик пропусков в цилиндре 2 за текущую поездку (-),Относительный уровень регулировки по детонации в цилиндре 1 (В),Относительный уровень регулировки по детонации в цилиндре 3 (В),Относительный уровень регулировки по детонации в цилиндре 4 (В),Относительный уровень регулировки по детонации в цилиндре 2 (В),Отскок угла опережения зажигания при детонации для цилиндра 1 ( °),Отскок угла опережения зажигания при детонации для цилиндра 3 ( °),Отскок угла опережения зажигания при детонации для цилиндра 4 ( °),Отскок угла опережения зажигания при детонации для цилиндра 2 ( °),Базовый угол опережения зажигания ( °),Максимальная задержка УОЗ ( °),АЦП Бортовое напряжение (В),АЦП Датчик температуры охлаждающей жидкости (В),АЦП Датчик температуры воздуха во впускном коллекторе (В),АЦП Напряжение датчика абсолютного давления во впускном коллекторе (В),АЦП Датчик положения дроссельной заслонки 1 (В),АЦП Датчик положения дроссельной заслонки 2 (В),АЦП Датчик положения педали газа 1 (В),АЦП Датчик положения педали газа 2 (В),АЦП Датчик кислорода 1 (В),АЦП Сопротивление датчика кислорода 1 (Ом),АЦП Датчик кислорода 2 (В),АЦП Сопротивление датчика кислорода 2 (Ом),АЦП Датчик детонации (В),АЦП Напряжение средней точки вентиляторов охлаждения (В),DFM Сигнал с генератора (-),Сигнал LT генератора (-),Сигнал с датчика давления масла (-),Круиз-конторль/ограничитель скорости разрешен (-),Круиз-конторль/ограничитель скорости активен (-),Круиз-конторль/ограничитель скорости вход 1 (-),Круиз-конторль/ограничитель скорости вход 2 (-),температура генератора ( °C),обороты генератора ( об/мин)
1011,463,996,14.10,72.75,2940,85.0,39.000,1.811,6.93,0.000,10.27,1.00,0.18,-0.76,0.28,1.051,1.02,-1.33,1.166,0.00,0.90,2.464,18.0,11.940,0.496,0.000,900,6.41,4.5,0.90,-4.55,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,62.13,229.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,464,378,14.10,72.75,2914,83.8,-11.250,1.869,6.86,0.000,10.43,1.00,0.17,-0.76,0.26,1.000,1.02,-1.33,1.166,0.00,0.90,2.464,18.0,0.000,0.496,0.000,900,6.41,4.5,0.90,-4.53,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,63.13,231.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,464,793,14.10,-47.25,1600,0.0,0.750,324.403,1421.88,9.491,272.98,1.45,0.08,-1.49,0.32,0.007,0.00,0.04,0.000,0.01,0.75,0.194,-42.0,21.094,0.703,30.000,2500,44.06,1766.7,0.91,-42.60,114.8,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1026.3,EC,0,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,465,178,14.10,72.75,2867,82.5,-11.250,0.000,6.79,0.000,10.57,1.00,0.12,-0.76,0.22,1.000,1.02,-1.33,1.166,0.00,0.90,0.000,18.0,0.000,0.496,0.000,900,6.41,4.5,0.90,-4.51,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,64.81,238.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,465,559,14.10,72.75,2834,81.3,-11.250,0.000,6.74,0.000,10.48,1.00,0.12,-0.76,0.22,1.000,1.02,-1.33,1.166,0.00,0.90,0.000,18.0,0.000,0.496,0.000,900,6.42,4.5,0.90,-4.49,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,64.19,237.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,465,961,14.10,72.75,2812,81.3,-11.250,0.000,6.79,0.000,10.43,1.00,0.12,-0.76,0.22,1.000,1.02,-1.33,1.166,0.00,0.90,0.000,18.0,0.000,0.496,0.000,900,6.42,4.5,0.90,-4.47,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,64.50,238.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,466,361,14.10,73.50,2784,80.0,-11.250,0.000,6.74,0.000,10.50,1.00,0.12,-0.76,0.22,1.000,1.02,-1.33,1.166,0.00,0.90,0.000,18.0,0.000,0.496,0.000,900,6.42,4.5,0.90,-4.46,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,65.25,239.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,466,746,14.10,73.50,2754,80.0,-11.250,0.000,6.69,0.000,10.64,1.00,0.12,-0.76,0.22,1.000,1.02,-1.33,1.166,0.00,0.90,0.000,18.0,0.000,0.496,0.000,900,6.42,4.5,0.90,-4.45,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,65.63,240.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,467,137,14.10,73.50,2723,78.8,-11.250,0.000,6.69,0.000,10.73,1.00,0.12,-0.76,0.22,1.000,1.02,-1.33,1.166,0.00,0.90,0.000,18.8,0.000,0.496,0.000,900,6.42,4.5,0.91,-4.43,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,66.13,241.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,467,545,14.10,73.50,2691,77.5,-12.750,0.000,6.98,0.000,11.74,1.00,0.12,-0.76,0.22,1.000,1.02,-1.33,1.165,0.00,0.90,0.000,18.8,0.000,0.496,0.000,900,6.43,4.5,0.91,-4.42,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,72.13,253.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,467,969,14.10,73.50,2659,76.3,-14.250,0.000,6.93,0.000,12.09,1.00,0.11,-0.76,0.22,1.000,1.02,-1.33,1.162,0.00,0.90,0.000,18.8,0.000,0.496,0.000,900,6.45,4.5,0.91,-4.41,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,74.44,255.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,468,370,14.10,72.75,2617,75.0,-15.000,0.000,6.79,0.000,12.47,1.00,0.12,-0.76,0.22,1.000,1.02,-1.33,1.157,0.00,0.90,0.000,18.8,0.000,0.496,0.000,900,6.48,4.5,0.91,-4.40,27.8,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,76.81,255.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,470,776,14.10,72.75,2338,67.5,-14.250,0.000,5.15,0.000,12.84,1.00,0.12,-0.76,0.22,1.000,1.02,-1.33,1.129,0.00,0.90,0.000,19.5,0.000,0.496,0.000,900,6.65,4.5,0.94,-4.35,27.8,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,79.19,234.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,471,188,14.10,72.75,2286,66.3,-14.250,0.000,4.98,0.000,13.08,1.00,0.12,-0.76,0.23,1.000,1.02,-1.33,1.126,0.00,0.90,0.000,19.5,0.000,0.496,0.000,900,6.69,4.5,0.94,-4.34,27.8,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,80.69,236.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,471,608,14.00,72.75,2227,63.8,-14.250,0.000,4.74,0.000,13.15,1.00,0.12,-0.76,0.23,1.000,1.02,-1.33,1.123,0.00,0.90,0.000,19.5,0.000,0.496,0.000,900,6.72,4.5,0.95,-4.32,27.8,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,80.81,234.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,472,7,14.10,72.75,2119,61.3,-14.250,0.000,4.17,0.000,13.27,1.00,0.11,-0.76,0.23,1.000,1.02,-1.33,1.118,0.00,0.90,0.000,19.5,0.000,0.496,0.000,900,6.80,4.5,0.96,-4.30,27.8,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,80.63,231.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,472,419,14.00,72.75,1995,57.5,-14.250,0.000,4.00,0.000,12.49,1.00,0.11,-0.76,0.23,1.000,1.02,-1.33,1.117,0.00,0.90,0.000,19.5,0.000,0.496,0.000,900,6.88,4.5,0.97,-4.01,27.8,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,74.56,229.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,472,826,14.10,72.75,1876,53.8,-12.750,0.000,3.81,0.000,10.73,1.00,0.12,-0.76,0.23,1.000,1.02,-1.33,1.116,0.00,0.90,0.000,19.5,0.000,0.496,0.000,900,6.96,4.5,0.98,-3.70,27.8,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,64.31,232.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,473,217,14.00,72.75,1741,50.0,-12.750,0.000,3.88,0.000,10.99,1.00,0.12,-0.76,0.23,1.000,1.02,-1.33,1.115,0.00,0.90,0.000,19.5,0.000,0.496,0.000,900,7.05,4.5,0.99,-3.32,27.8,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,70.38,252.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,473,615,14.00,72.75,1602,46.3,-14.250,0.000,3.88,0.000,13.34,1.00,0.12,-0.76,0.23,1.000,1.02,-1.33,1.105,0.00,0.90,0.000,19.5,0.000,0.496,0.000,900,7.14,4.5,1.01,-2.90,27.8,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,84.19,281.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,474,17,13.30,72.75,1233,41.3,18.000,3.130,3.81,0.000,14.51,0.97,0.12,-0.76,0.23,1.000,1.02,-1.33,1.056,0.00,0.90,0.000,19.5,8.995,0.496,0.000,900,7.14,4.5,1.17,-0.35,27.8,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,97.94,359.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,474,450,13.20,72.75,1120,37.5,2.250,3.258,4.13,0.000,19.57,0.97,0.15,-0.76,0.25,1.002,1.02,-1.33,1.050,0.00,0.90,0.000,19.5,9.018,0.496,0.000,900,7.14,4.5,1.48,-0.54,27.8,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,120.56,411.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,474,837,13.70,-48.00,10816,0.0,2.250,194.970,412.18,6.062,894.00,1.23,0.46,-0.23,0.41,0.248,0.00,9.22,0.297,0.01,0.00,101.822,105.8,39.559,0.047,93.750,2320,94.41,313.0,-78.91,6.40,-27.8,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,475,217,14.00,72.75,976,26.3,5.250,3.379,4.00,0.000,22.22,0.96,0.93,-0.76,1.06,0.957,1.02,-1.33,1.032,0.00,0.90,1.505,20.3,9.178,0.496,0.000,900,7.15,4.5,1.35,-0.06,27.8,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,137.75,451.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,475,617,14.00,72.75,948,21.3,3.000,3.328,3.76,0.000,22.76,0.98,0.93,-0.76,1.08,0.940,1.02,-1.33,1.028,0.00,0.90,1.505,20.3,9.178,0.496,0.000,900,7.15,4.5,1.33,-0.03,27.8,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,138.25,453.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,476,5,14.00,72.75,921,16.3,5.250,3.277,3.69,0.000,22.90,0.98,0.91,-0.76,1.07,0.924,1.02,-1.33,1.027,0.00,0.90,1.361,20.3,9.178,0.496,0.000,900,7.15,4.5,1.34,0.00,27.8,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,140.31,457.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,476,425,13.90,72.75,907,15.0,9.750,3.130,3.56,0.000,22.62,0.99,0.88,-0.76,1.05,0.907,1.02,-1.33,1.029,0.00,0.90,1.361,20.3,9.178,0.496,0.000,900,7.15,4.5,1.36,0.00,27.8,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,137.75,454.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,476,847,14.00,72.75,897,13.8,6.750,3.014,3.56,0.000,22.50,1.00,0.83,-0.76,1.02,0.892,1.02,-1.33,1.030,0.00,0.90,1.208,20.3,9.522,0.496,0.000,900,7.15,4.5,1.40,0.00,27.8,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,137.38,457.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,477,275,13.70,72.75,890,12.5,6.750,3.130,3.56,0.000,22.85,1.00,0.21,-0.76,0.81,0.909,1.02,-1.33,1.027,0.00,0.90,1.208,20.3,9.522,0.496,0.000,900,7.15,4.5,1.47,0.00,27.8,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,139.06,458.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,477,695,14.00,72.75,908,12.5,3.750,3.597,4.17,0.000,25.10,1.00,0.20,-0.76,0.28,0.931,1.02,-1.33,1.017,0.00,0.90,1.208,20.3,9.522,0.496,0.000,900,7.15,4.5,1.49,2.62,27.8,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,153.81,489.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,478,87,14.00,72.75,920,12.5,2.250,3.533,4.13,0.000,25.45,1.00,0.84,-0.76,0.88,0.911,1.02,-1.33,1.018,0.00,0.90,1.428,20.3,9.522,0.496,0.000,900,7.15,4.5,1.49,2.61,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,155.25,492.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,478,498,14.10,72.75,921,11.3,3.000,3.424,4.13,0.000,25.31,1.00,0.84,-0.76,0.96,0.892,1.02,-1.33,1.018,0.00,0.90,1.428,20.3,9.865,0.496,0.000,900,7.15,4.5,1.49,2.62,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,155.06,492.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,478,900,14.10,72.75,914,10.0,4.500,3.379,4.13,0.000,25.43,1.00,0.24,-0.76,0.80,0.877,1.02,-1.33,1.018,0.00,0.90,1.318,20.3,9.865,0.496,0.000,900,7.15,4.5,1.49,2.62,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,155.19,495.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,479,315,14.10,72.75,915,8.8,1.500,3.494,4.05,0.000,25.43,1.00,0.22,-0.76,0.29,0.919,1.02,-1.33,1.018,0.00,0.90,1.318,20.3,9.865,0.496,0.000,900,7.15,4.5,1.49,2.62,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,155.44,494.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,481,756,14.00,72.75,891,0.0,5.250,3.034,3.27,0.000,23.02,1.00,0.81,-0.76,0.90,0.898,1.02,-1.33,1.026,0.00,0.90,1.064,20.3,10.559,0.496,0.000,800,7.15,4.5,1.54,-0.11,27.8,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,140.19,465.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,482,137,14.00,72.75,855,0.0,15.000,2.842,3.20,0.000,22.29,1.00,0.22,-0.76,0.71,0.891,1.02,-1.33,1.032,0.00,0.90,1.064,20.3,10.559,0.496,0.000,800,7.15,4.5,1.66,-0.04,27.8,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,134.94,462.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,482,514,14.00,72.75,841,0.0,12.000,2.816,3.20,0.000,21.47,1.00,0.18,-0.76,0.24,0.929,1.02,-1.33,1.038,0.00,0.90,1.064,20.3,10.903,0.496,0.000,800,7.15,4.5,1.71,-0.02,27.8,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,133.06,459.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,482,916,14.00,72.75,824,0.0,13.500,2.880,3.27,0.000,21.40,1.00,0.18,-0.76,0.23,0.942,1.02,-1.33,1.039,0.00,0.90,0.978,20.3,11.246,0.496,0.000,800,7.15,4.5,1.74,0.00,27.8,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,135.50,461.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,485,338,14.00,72.75,819,0.0,8.250,3.117,3.27,0.000,22.17,1.00,0.64,-0.76,0.83,0.997,1.02,-1.33,1.033,0.00,0.90,1.204,21.0,12.284,0.496,0.000,800,7.16,4.5,1.36,0.00,27.8,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,135.06,471.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
